1772555781526,-3.1489737,3.0472202,7.864354
1772555781530,-3.1346085,3.0621839,7.9086466
1772555781541,-3.1130607,3.056797,7.9367785
1772555781542,-3.0268695,3.0651767,7.9828672
1772555781544,-2.9783869,3.0699651,8.016386
1772555781549,-2.9245174,3.0867245,8.049905
1772555781554,-2.8880057,3.0963013,8.081029
1772555781559,-2.8550856,3.1082723,8.133103
1772555781565,-2.8125885,3.0813377,8.185177
1772555781570,-2.7611132,3.0699651,8.209119
1772555781574,-2.7126305,3.0579941,8.241441
1772555781579,-2.6862943,3.0597897,8.297106
1772555781585,-2.6898856,3.0591912,8.306085
1772555781589,-2.7030537,3.0597897,8.38629
1772555781594,-2.710835,3.0532057,8.432977
1772555781598,-2.7090392,3.0777464,8.484452
1772555781604,-2.7335799,3.084929,8.549096
1772555781609,-2.7503393,3.110068,8.604761
1772555781614,-2.7443538,3.1196449,8.647258
1772555781619,-2.7515364,3.1106665,8.62152
1772555781625,-2.7473464,3.0986955,8.591593
1772555781629,-2.7252002,3.1028855,8.505402
1772555781634,-2.7401638,3.1172507,8.422802
1772555781638,-2.7575219,3.1184478,8.33242
1772555781644,-2.7611132,3.0974984,8.305486
1772555781648,-2.7886465,3.0998926,8.275558
1772555781654,-2.8329391,3.1387985,8.257602
1772555781658,-2.8724434,3.168726,8.2833395
1772555781664,-2.896984,3.1836896,8.24563
1772555781669,-2.9167361,3.1860838,8.2115135
1772555781674,-2.9071593,3.1705215,8.194156
1772555781678,-2.8844144,3.1453824,8.222287
1772555781683,-2.871845,3.117849,8.205527
1772555781689,-2.8496985,3.1070752,8.247426
1772555781694,-2.8215668,3.110068,8.306683
1772555781698,-2.8329391,3.108871,8.377312
1772555781704,-2.8365304,3.098097,8.459911
1772555781709,-2.8526914,3.1142578,8.494029
1772555781713,-2.8592753,3.141791,8.513782
1772555781719,-2.8628666,3.1238346,8.515577
1772555781724,-2.8616695,3.115455,8.519168
1772555781728,-2.914342,3.1028855,8.597578
1772555781732,-2.9101522,3.1052797,8.503007
1772555781738,-2.9269116,3.0699651,8.51019
1772555781743,-2.9041667,3.0370448,8.488044
1772555781748,-2.873042,3.0178912,8.483853
1772555781753,-2.8778305,2.9897594,8.445546
1772555781757,-2.855684,2.9753942,8.416218
1772555781764,-2.8502972,2.9634233,8.387487
1772555781766,-2.831742,2.983774,8.3390045
1772555781771,-2.8119898,2.9963434,8.336012
1772555781776,-2.802413,3.0125043,8.273164
1772555781782,-2.801216,2.9855695,8.285733
1772555781786,-2.7748797,2.9735985,8.268974
1772555781791,-2.7688942,3.0041246,8.286332
1772555781796,-2.7724855,2.995745,8.271967
1772555781802,-2.7760768,3.0041246,8.239645
1772555781806,-2.747945,2.995745,8.232463
1772555781811,-2.734777,3.0059202,8.239047
1772555781818,-2.7419596,3.0101101,8.172607
1772555781821,-2.7503393,3.0148985,8.142081
1772555781826,-2.790442,3.0190883,8.188768
1772555781831,-2.790442,3.0190883,8.188768
1772555781836,-2.818574,3.0346506,8.185177
1772555781841,-2.8574798,3.0615854,8.160038
1772555781845,-2.8413188,3.0699651,8.1642275
1772555781850,-2.8401217,3.0609868,8.135497
1772555781855,-2.8389246,3.0442274,8.091804
1772555781861,-2.8119898,3.028665,8.06427
1772555781867,-2.794632,3.0125043,8.0445175
1772555781871,-2.7760768,2.9999347,8.02716
1772555781876,-2.7748797,2.9831753,8.005612
1772555781883,-2.8275523,2.9765913,8.024167
1772555781886,-2.9029696,3.004723,8.00621
1772555781892,-2.967613,2.9741971,7.9822683
1772555781896,-3.0113072,2.9855695,8.013393
1772555781900,-3.0466216,3.0065188,8.022371
1772555781906,-3.0891187,3.0041246,7.9984293
1772555781912,-3.084929,3.0083144,7.963713
1772555781917,-3.0825348,2.9999347,7.8811135
1772555781921,-3.0454245,2.9873652,7.8410106
1772555781927,-3.0202854,2.9861681,7.7590094
1772555781931,-2.983774,2.9741971,7.7039423
1772555781935,-2.9496565,2.992752,7.6770077
1772555781942,-2.949058,2.9999347,7.683592
