1772556120261,-0.07243799,0.03834952,-0.029827405
1772556120262,-0.046871636,-0.0127831735,0.017044231
1772556120262,-0.024501082,-0.040480047,0.023435818
1772556120262,-0.00958738,-0.04474111,0.01917476
1772556120262,0.0031957934,-0.04261058,0.018109497
1772556120263,0.0127831735,-0.039414786,0.020240024
1772556120274,0.02130529,-0.022370555,0.023435818
1772556120274,0.029827405,-0.002130529,0.023435818
1772556120275,0.037284255,0.03089267,0.023435818
1772556120279,0.037284255,0.056459017,0.022370555
1772556120284,0.040480047,0.07669904,0.01917476
1772556120289,0.03834952,0.09161274,0.014913702
1772556120294,0.033023197,0.099069595,0.011717909
1772556120300,0.027696876,0.10013486,0.007456851
1772556120305,0.022370555,0.08735169,0.002130529
1772556120309,0.013848438,0.060720075,-0.002130529
1772556120314,0.0010652645,0.023435818,-0.0053263223
1772556120320,-0.010652645,-0.02130529,-0.013848438
1772556120324,-0.017044231,-0.068176925,-0.024501082
1772556120330,-0.022370555,-0.10865697,-0.034088463
1772556120334,-0.025566347,-0.13848437,-0.036218993
1772556120339,-0.026631612,-0.1555286,-0.037284255
1772556120344,-0.022370555,-0.16085494,-0.034088463
1772556120349,-0.018109497,-0.14594123,-0.03089267
1772556120355,-0.008522116,-0.11611383,-0.025566347
1772556120358,0.0010652645,-0.08522116,-0.020240024
1772556120364,0.010652645,-0.051132694,-0.017044231
1772556120369,0.018109497,-0.020240024,-0.010652645
1772556120375,0.023435818,0.00958738,-0.0063915867
1772556120379,0.02876214,0.03195793,-0.002130529
1772556120384,0.02876214,0.05006743,0.0
1772556120389,0.025566347,0.06178534,-0.0010652645
1772556120395,0.022370555,0.06711166,0.0
1772556120399,0.014913702,0.06924219,-0.0010652645
1772556120404,0.0053263223,0.066046394,-0.0031957934
1772556120410,-0.004261058,0.06178534,-0.002130529
1772556120414,-0.014913702,0.05752428,-0.0010652645
1772556120419,-0.026631612,0.058589544,0.0
1772556120424,-0.037284255,0.054328486,0.0
1772556120429,-0.05006743,0.05219796,0.0010652645
1772556120434,-0.05965481,0.05752428,0.0010652645
1772556120438,-0.068176925,0.070307456,-0.0010652645
1772556120442,-0.07137272,0.09161274,-0.002130529
1772556120449,-0.07137272,0.1107875,-0.004261058
1772556120454,-0.06711166,0.12463594,-0.0053263223
1772556120458,-0.060720075,0.13528858,-0.010652645
1772556120464,-0.054328486,0.13528858,-0.013848438
1772556120468,-0.046871636,0.12144015,-0.017044231
1772556120473,-0.03834952,0.099069595,-0.022370555
1772556120478,-0.027696876,0.07350325,-0.024501082
1772556120482,-0.017044231,0.041545313,-0.026631612
1772556120488,-0.008522116,0.013848438,-0.02876214
1772556120493,0.0010652645,-0.0063915867,-0.02876214
1772556120498,0.008522116,-0.024501082,-0.02876214
1772556120503,0.014913702,-0.034088463,-0.03089267
1772556120507,0.01917476,-0.041545313,-0.033023197
1772556120515,0.022370555,-0.049002163,-0.035153728
1772556120517,0.02130529,-0.05539375,-0.037284255
1772556120522,0.024501082,-0.060720075,-0.036218993
1772556120527,0.022370555,-0.06924219,-0.03195793
1772556120533,0.020240024,-0.068176925,-0.029827405
