1772555812903,-0.6183026,1.3934253,9.208099
1772555812914,-0.5919664,1.3090298,9.2069025
1772555812914,-0.57281274,1.2078748,9.258378
1772555812917,-0.54049104,1.1432313,9.266758
1772555812924,-0.53330845,1.1133038,9.3026705
1772555812926,-0.5129577,1.0947487,9.294291
1772555812932,-0.48482585,1.1079168,9.270349
1772555812937,-0.47405192,1.1366472,9.2308445
1772555812942,-0.45848963,1.1737574,9.191938
1772555812946,-0.44831428,1.2006922,9.099164
1772555812951,-0.46088383,1.246182,8.995614
1772555812958,-0.4890157,1.2485762,8.948329
1772555812962,-0.4818331,1.2761095,8.898649
1772555812967,-0.45908818,1.328782,8.941745
1772555812972,-0.46028528,1.3257892,8.982447
1772555812977,-0.4890157,1.3293805,9.038112
1772555812982,-0.4758476,1.3215994,9.114127
1772555812987,-0.46806642,1.2826935,9.205706
1772555812991,-0.45429978,1.2497733,9.331401
1772555812997,-0.46267948,1.1749545,9.423578
1772555813003,-0.43514615,1.0648212,9.48044
1772555813006,-0.4333505,0.9451111,9.542689
1772555813012,-0.40162733,0.8283938,9.555858
1772555813016,-0.3573346,0.7272388,9.57142
1772555813022,-0.30645782,0.6488287,9.576208
1772555813026,-0.29688102,0.587178,9.512762
1772555813031,-0.27832595,0.57879823,9.475053
1772555813036,-0.23762453,0.57041854,9.449316
1772555813041,-0.2220622,0.5710171,9.40203
1772555813046,-0.20470424,0.5847838,9.329007
1772555813052,-0.18555063,0.62009823,9.282919
1772555813056,-0.16639702,0.6392518,9.281721
1772555813062,-0.15322891,0.65062433,9.26197
1772555813066,-0.18734628,0.6631939,9.24521
1772555813071,-0.1592144,0.6607997,9.214086
1772555813076,-0.10175357,0.62608373,9.217676
1772555813081,-0.061052144,0.6332663,9.171588
1772555813086,-0.05267244,0.623091,9.170391
1772555813091,-0.015562311,0.61650693,9.136872
1772555813096,0.022744916,0.5847838,9.118318
1772555813101,0.05686229,0.5967548,9.064447
1772555813106,0.08319851,0.56563014,9.033323
1772555813111,0.09756372,0.55126494,8.987833
1772555813115,0.12389994,0.55605334,8.987235
1772555813121,0.13467385,0.5530606,8.968679
1772555813125,0.12868834,0.5650316,9.0016
