1772555417283,1026.6003
1772555417461,1026.4358
1772555417643,1026.6338
1772555417817,1026.7605
1772555417996,1026.7971
1772555418175,1026.7456
1772555418353,1026.7468
1772555418530,1026.7375
1772555418708,1026.7217
1772555418886,1026.751
1772555419097,1026.7302
1772555419242,1026.6904
1772555419418,1026.7891
1772555419597,1026.7571
1772555419774,1026.7637
1772555419955,1026.7373
1772555420132,1026.7017
1772555420308,1026.8062
1772555420488,1026.7747
1772555420665,1026.8022
1772555420842,1026.8196
1772555421020,1026.825
1772555421231,1026.8069
1772555421376,1026.8811
1772555421555,1026.4792
1772555421733,1026.8235
1772555421911,1026.751
1772555422097,1026.7688
1772555422264,1026.8132
1772555422445,1026.7847
1772555422624,1026.8125
1772555422800,1026.7734
1772555422980,1026.815
1772555423165,1026.7991
1772555423333,1026.8145
1772555423512,1026.492
1772555423694,1026.7649
1772555423867,1026.8218
1772555424046,1026.7764
1772555424230,1026.7961
1772555424400,1026.7224
1772555424581,1026.8372
1772555424758,1026.8965
1772555424935,1026.7659
1772555425118,1026.8303
1772555425292,1026.5967
1772555425468,1026.7917
1772555425646,1026.8823
1772555425827,1026.5969
1772555426003,1026.862
1772555426180,1026.8181
1772555426357,1026.832
1772555426536,1026.7854
1772555426715,1026.8208
1772555426897,1026.7935
1772555427071,1026.7871
1772555427248,1026.8372
1772555427429,1026.8284
1772555427603,1026.8257
1772555427780,1026.77
1772555427960,1026.7612
1772555428139,1026.815
1772555428319,1026.843
1772555428494,1026.7769
1772555428672,1026.8047
1772555428847,1026.8909
1772555429026,1026.7673
1772555429208,1026.7661
1772555429382,1026.8049
1772555429560,1026.8716
1772555429738,1026.6936
1772555429916,1026.8416
1772555430092,1026.9089
1772555430273,1026.7249
1772555430451,1026.9058
1772555430682,1026.9595
1772555430815,1026.5938
1772555430981,1026.479
1772555431160,1026.7524
1772555431337,1026.8716
1772555431516,1026.4006
1772555431706,1026.7986
1772555431873,1026.7505
1772555432051,1026.6946
1772555432229,1026.8127
1772555432407,1026.7832
1772555432589,1026.8494
1772555432763,1026.8623
1772555432941,1027.0417
1772555433118,1026.5042
1772555433296,1026.9819
1772555433474,1026.7339
1772555433651,1026.7444
1772555433829,1026.646
1772555434008,1026.8335
1772555434185,1026.9783
1772555434363,1026.8113
1772555434542,1026.7979
1772555434718,1026.7466
1772555434900,1026.8484
1772555435076,1026.7239
1772555435252,1027.0122
1772555435433,1026.6213
1772555435610,1027.1604
1772555435786,1026.7717
1772555435966,1026.8174
1772555436143,1026.9016
1772555436322,1026.7427
1772555436499,1026.9111
1772555436676,1026.998
1772555436855,1026.654
1772555437031,1026.8455
1772555437211,1027.1116
1772555437387,1026.7859
1772555437565,1026.7483
1772555437745,1026.979
1772555437921,1026.9551
1772555438099,1026.9331
1772555438279,1027.0908
1772555438459,1026.8337
1772555438633,1027.0415
1772555438810,1026.804
1772555438992,1026.8784
1772555439168,1027.0427
1772555439345,1027.0476
1772555439524,1026.9497
1772555439701,1026.7534
1772555439878,1026.7454
1772555440057,1026.9944
1772555440235,1026.935
1772555440413,1026.8525
1772555440591,1027.1138
1772555440769,1026.8374
1772555440948,1027.0728
1772555441123,1026.8213
1772555441302,1026.7917
1772555441480,1026.8088
1772555441659,1026.958
1772555441836,1027.0505
1772555442014,1026.8462
1772555442191,1026.7625
1772555442369,1026.9363
1772555442550,1026.9866
1772555442726,1026.7913
1772555442903,1026.97
1772555443083,1027.0352
1772555443259,1027.0813
1772555443439,1026.9995
1772555443614,1027.104
1772555443792,1026.9214
1772555443970,1026.8787
1772555444149,1027.0713
1772555444327,1026.8188
1772555444505,1026.887
1772555444683,1027.1462
1772555444862,1027.0286
1772555445038,1026.9766
1772555445216,1027.1367
1772555445394,1026.8889
1772555445572,1026.9473
1772555445750,1026.8818
1772555445928,1026.9285
1772555446105,1026.9448
1772555446282,1026.9451
1772555446466,1027.0522
1772555446639,1027.0215
1772555446820,1027.2231
